67,"Let all earth be glad, rejoicing in His love, O, praise ye the Lord!"
68,當讚美聖父﹐讓每顆心向祂謝恩﹗
69,當讚美聖父﹐因祂永遠憐憫與慈仁﹗
70,當讚美聖父﹐麻雀跌下祂也顧念﹗
71,榮耀的王阿﹗讓全地宣揚祢的威嚴﹗
72,要頌讚主﹐同聲傳揚祂權能﹗
73,祂帶喜樂給世人﹐
74,祂賜下大憐憫世世無窮﹗
75,祂創造全世界和天上的萬有﹗
76,以能力和慈愛﹐祂統管全球﹔
77,起來﹐歌頌讚美聖父﹗
78,讚美歸於聖父﹐歸於聖子﹐歸於聖靈﹗
79,萬國同來讚美﹐全世界都因祂歡騰﹗
80,榮耀歸於我君王﹗榮耀歸於祂永遠的名﹗
81,願全地喜悅﹐在祂愛中歡欣﹐當讚美我主﹗
82,"Come, Thou Almighty King, help us Thy name to sing,"
83,"Help us to praise: Father, all glorious,"
84,"O'er all victorious, come, and reign over us,"
85,Ancient of Days.
86,"Come, Thou Incarnate Word, gird on Thy mighty sword,"
87,"Our prayer attend: come and Thy people bless,"
88,"And give Thy word success: Spirit of holiness,"
89,On us descend.
90,"Come, Holy Comforter, Thy sacred witness bear"
91,"In this glad hour: Thou who almighty art,"
92,"Now rule in every heart, and ne'er from us depart,"
93,Spirit of pow'r.
94,"To Thee, great One in Three, eternal praises be"
95,"Hence, evermore! Thy sovereign majesty"
96,"May we in glory see, and to eternity"
97,Love and adore!
98,全能君王降臨﹗助我頌讚父名﹐
99,頌讚不停﹕讚祢無上光榮﹐
100,讚祢超越得勝﹐讚祢尊貴權能﹐
101,萬古之神﹗
102,神子肉身降臨﹗顯祢無限權能﹐
103,聽我呼聲﹕賜祢子民福分
104,使祢應許得成﹐降下聖潔之靈﹐
105,使我成聖﹗
106,保惠之靈降臨﹗負起神聖見證﹐
107,在此良辰﹕惟祢全能至尊﹐
108,惟祢居我心中﹐惟祢掌權執政﹐
109,大能之靈﹗
110,大哉﹐三一之神﹗永遠配得稱頌﹐
111,永無止境﹗直到榮耀之中﹐
112,瞻祢無上尊榮﹐獻上敬拜愛戴﹐
113,永無止境﹗
114,"So is my Saviour by the cross, A ladder up to heaven."
115,我甚喜歡能佇立在主十架之下，
116,得脫猛烈中午暑火，得免太陽侵凌。
117,當日雅各雖然流落，曾得奇妙的夢，
118,主的十架今日於我，亦像梯通天城。
119,有位為我忍受罪譴，將要去世之狀；
120,"O Lord my God, when I in awesome wonder,"
121,"Consider all the worlds Thy hands have made,"
122,"I see the stars, I hear the rolling thunder,"
123,"Thy pow'r throughout the universe displayed,"
124,"Then sings my soul, my Saviour God to Thee:"
125,"""How great Thou art, how great Thou art!"""
126,"Then sings my soul, my Saviour God to Thee,"
127,"When through the woods and forest glades I wander,"
128,And hear the birds sing sweetly in the trees:
129,"When I look down from lofty mountain grandeur,"
130,And hear the brook and feel the gentle breeze:
131,"And when I think, that God, His Son not sparing,"
132,"Sent Him to die, I scarce can take it in:"
133,"That on the cross, my burden gladly bearing,"
134,He bled and died to take away my sin.
135,"When Christ shall come, with shout of acclamation"
136,"And take me home, what joy shall fill my heart!"
137,"Then shall I bow, in humble adoration,"
138,"And there proclaim, ""my God, how great Thou art!"""
139,偉大的神﹐我每逢靜念默思﹐
140,祢手所創這偉大的世界﹔
141,我見眾星﹐又聞那隆隆雷聲﹐
142,祢的權能在全宇宙顯揭。
143,我魂歌頌﹐讚揚我主我神﹕
144,"""何等偉大﹗何等偉大﹗"""
145,當我經過綠蔭的樹林底下﹐
146,我聽鳥兒在那樹上鳴吟﹔
147,當我俯視山澗的流水迴縈﹐
148,微風迎面拂拭我的衣襟。
149,當我忖度﹐神不吝差遣愛子﹐
150,來為人死﹐實為人難領會﹔
151,十字架上﹐祂背負我的重擔﹐
152,流血與水﹐解決我雙重罪。
153,基督再臨﹐歡呼喝采盈天空﹐
154,欲提我去﹐我心欣然歡跳﹔
155,那日我必謙卑俯伏敬拜祂﹐
156,"並要宣揚﹐""我主我神奇妙。"""
157,"Praise to the Lord, the Almighty, the King of creation!"
158,"O my soul, praise Him, for He is thy health and salvation!"
159,"All ye who hear, now to His temple draw near;"
160,Join me in glad adoration!
161,"Praise to the Lord, who o'er all things so wondrously reigneth,"
162,"Shelters thee under His wings, yea, so gently sustaineth!"
163,Hast thou not seen how all thy longings have been
164,Granted in what He ordaineth?
165,"Praise to the Lord, who doth prosper thy work and defend thee."
166,Surely His goodness and mercy here daily attend thee.
167,"Ponder anew, what the Almighty can do,"
168,If with His love He befriend thee.
169,Praise to the Lord! Oh let all that is in me adore Him!
170,"All that hath life and breath, come now with praises before Him!"
171,Let the Amen sound from His people again:
172,Gladly for aye we adore Him.
173,讚美我主﹐全能主神﹐受造萬有君王﹐
174,我心頌讚﹐因祂永遠是你救恩健康﹔
175,主民聽見﹐當來就近祂聖殿﹐
176,與我歡樂敬拜頌揚！
177,讚美我主﹐如此奇妙治理世界、萬有﹐
178,展開恩翼﹐如此溫柔將你遮蔽、護佑﹔
179,你豈不見﹕你一切所求所羨﹐
180,皆蒙主按祂旨成就?
181,讚美我主﹐扶助、保護﹐使你作工順利﹐
182,祂的美善﹐祂的恩惠必天天垂顧你﹔
183,且再思量﹕全能者愛何週詳﹐
184,祂是你友事事效力！
185,讚美我主﹐讓我全人向祢俯伏敬拜﹐
186,所有生靈同到祂前﹐獻上讚美愛戴﹐
187,"主的萬民﹐再同聲響應""阿們﹐"""
188,歡然獻上永遠敬拜！
189,"Joyful, joyful, we adore Thee, God of glory, Lord of love;"
190,"Hearts unfold like flow'rs before Thee, opening to the sun above."
191,Melt the clouds of sin and sadness; drive the dark of doubt away;
192,"Giver of immortal gladness, fill us with the light of day!"
193,"All Thy works with joy surround Thee, Earth and heav'n reflect Thy rays,"
194,"Stars and angels sing around Thee, center of unbroken praise."
195,"Field and forest, vale and mountain, flowery meadow, flashing sea,"
196,"Chanting bird and flowing fountain, call us to rejoice in Thee."
197,"Thou art giving and forgiving, ever blessing, ever blest,"
198,"Wellspring of the joy of living, ocean depth of happy rest!"
199,"Thou our Father, Christ our Brother, all who live in love are Thine;"
200,"Teach us how to love each other, lift us to the joy divine."
201,"Mortals join the mighty chorus, which the morning stars began;"
202,"Father love is reigning o'er us, brother love binds man to man."
203,"Ever singing, march we onward, victors in the midst of strife;"
204,"Joyful music lifts us sunward, in the triumph song of life."
205,快樂﹐快樂﹐我們敬拜榮耀之主愛之神﹔
206,心如花開﹐到主面前﹐主如旭日﹐我歡迎。
207,苦意愁雲﹐懇求消化﹔疑惑黑蔭求散盡﹔
208,永恆快樂﹐求主賞賜﹐旭日光華滿我心。
209,主是不斷讚美中心﹐主所造物都歡欣﹔
210,群星、天使﹐團聚謳歌﹐天地反映主光明。
211,高山、幽谷﹐沃野、森林﹐草場積翠、波如鏡﹐
212,清歌小鳥﹐輕注流泉﹐喚起我們頌主心。
213,永遠賜福﹐永受尊榮﹐永遠赦免﹐永施恩﹐
214,生之快樂﹐活水源頭﹐歡樂安息海般深！
215,主是父親﹐基督是兄﹐愛中生活皆主民﹕
216,求教我們怎樣相愛﹐同享神聖大歡欣。
217,晨星引起偉大歌聲﹐奉勸萬民來響應﹔
218,父的慈愛統治我們﹐基督大愛繫羊群。
219,我們前進﹐歌唱不停﹐面對爭戰忠勇軍﹕
220,得勝生涯﹐凱歌聲裡﹐歡樂向神獻眾心。
221,"This is my Father's world, and to my listening ears"
222,"All nature sings, and round me rings the music of the spheres."
223,This is my Father's world: I rest me in the thought
224,"Of rocks and trees, of skies and seas- His hand the wonders wrought."
225,"This is my Father's world, the birds their carols raise,"
226,"The morning light, the lily white, declare their Maker's praise."
227,This is my Father's world: He shines in all that's fair;
228,"In the rustling grass I hear Him pass, He speaks to me everywhere."
229,"This is my Father's world, O let me ne'er forget"
230,"That tho' the wrong seems oft so strong, God is the Ruler yet."
231,This is my Father's world: Why should my heart be sad?
232,The Lord is King: let the heavens ring! God reigns: let earth be glad!
233,這是天父世界﹐我們側耳要聽﹐
234,宇宙歌唱﹐四圍響應﹐星辰作樂同聲。
235,這是天父世界﹐我心滿有安寧﹔
236,樹木花草﹐蒼天碧海﹐述說天父全能。
237,這是天父世界﹐小鳥展翅飛鳴﹐
238,清晨明亮﹐好花美麗﹐證明天理精深。
239,這是天父世界﹐祂愛普及萬千﹔
240,風吹之草將祂表現﹐天父充滿世間。
241,這是天父世界﹐求主叫我不忘﹔
242,罪惡雖然好像得勝﹐天父卻仍掌管。
243,這是天父世界﹐我心不必憂傷﹔
244,我主作王﹐天地同唱﹐歌聲充滿萬方。
245,主耶和華﹐我的力量﹐我心如何愛祢﹔
246,我的磐石﹐我的救主﹐我的一生歸依。
247,死亡急流漫淹我身﹐使我驚懼不已﹔
248,祢就側耳聽我微聲﹐伸手﹐當我危急。
249,祢從高天親自降臨﹐使天榮耀下垂﹔
250,在祢座前烈火如錦﹐射出重重光輝。
251,祢的道路何等純淨﹐話語何等精煉﹔
252,行祢慈愛﹐守祢完成﹐必蒙賜恩無限。
253,祢用聖火點著我燈﹐照明我的黑影﹔
254,使我能居高處安穩﹐因祢與我同行。
255,神聖能力﹐不要離我﹐一切服祢愛憐﹔
256,敵軍四圍﹐我能信託﹐如在秘密之天。
257,列國頌揚祢的名聲﹐只有祢是盾牌﹔
258,因祢所賜極大救恩﹐萬民都當敬拜。
259,"Immortal, invisible, God only wise,"
260,"In light in accessible hid from our eyes,"
261,"Most blessed, most glorious, the Ancient of Days,"
262,"Almighty, victorious, Thy great name we praise."
263,"Unresting, unhasting, and silent as light,"
264,"Nor wanting, nor wasting, Thou rulest in might;"
265,Thy justice like mountains high soaring above
266,"Thy clouds, which are fountains of goodness and love."
267,"To all, life Thou givest, to both great and small,"
268,"In all life Thou livest, the true life of all."
269,"We blossom and flourish as leaves on the tree,"
270,And wither and perish–but naught changeth Thee.
271,"Great Father of glory, pure Father of light,"
272,"Thine angels adore Thee, all veiling their sight;"
273,All praise we would render; O help us to see
274,'Tis only the splendor of light hideth Thee!
275,不能朽﹐不能見﹐獨一的真神﹐
276,住在不可迫視的光輝之境﹔
277,最可頌﹐最榮耀﹐亙古永長存﹐
278,又全能﹐又全勝﹐讚美主大名。
279,不止息﹐不焦急﹐如光無聲息﹐
280,無缺乏﹐無耗損﹐掌權以能力﹔
281,祢判斷憑公義如高山巍立﹐
282,祢施恩又施愛如靉雲普及。
283,賜生命與氣息予大小生靈﹐
284,活在萬有中﹐惟祢是真生命﹔
285,我們有如花草﹐今朝雖茂盛﹐
286,明朝即枯殘﹐惟祢永不變更。
287,榮耀之父四射純潔的光輝﹐
288,寶座前﹐天使無不掩面侍立﹔
289,我們向祢讚美﹐使我們領會
290,祇是神聖光華今將祢隱蔽。
291,"Blessing and honour and glory be Thine,"
292,"And glory be Thine, and glory be Thine."
293,Blessing and honour and glory be Thine
294,Both now and evermore.
295,Praise Him! Praise Him! All ye saints adore Him.
296,Praise Him! Praise Him! Both now and evermore! Hallelujah!
297,頌讚與尊貴並榮耀歸主﹐
298,願榮耀歸主﹐願榮耀歸主；
299,直到永永遠遠。
300,讚祂！讚祂！聖徒們﹐來敬拜祂。
301,讚祂！讚祂！直到永永遠遠。哈利路亞！
302,"We are never, never weary of the grand old song;"
303,"Glory to God, hallelujah!"
304,We can sing it loud as ever with our faith more strong;
305,"Oh, the children of the Lord have a right to shout and sing,"
306,"For the way is growing bright, and our souls are on the wing,"
307,We are going by and by to the palace of a King!
308,We are lost amid the rapture of redeeming love;
309,We are rising on its pinions to the hills above;
310,We are going to a palace that is built of gold;
311,Where the King in all His splendor we shall soon behold;
312,There we'll shout redeeming mercy in a glad new song;
313,There we'll sing the praise of Jesus with the blood-washed throng;
314,我們不會疲倦不唱這首舊詩章﹔
315,榮耀歸神﹐哈利路亞﹗
316,我們聲浪依舊﹐信心比前更堅強﹔
317,神的兒女有權利﹐可以大喊並大唱﹐
318,因為前途更光明﹐我們魂樂似飛翔﹐
319,不久我們到天上﹐就要朝見我君王﹐
320,我們浸沉在那救贖大愛、極樂中﹔
321,我們心中樂極有如插翅上高空﹔
322,我們所去之地乃是精金所建造﹔
323,那裡﹐我可面見我王所有的光耀﹔
324,那裡﹐我們要藉新詩喊出救贖恩﹔
325,那裡﹐我們要同眾聖擁擠耶穌身﹔
326,"Souls of men, why will ye scatter like a crowd of frightened sheep?"
327,"Foolish hearts, why will ye wander from a love so true and deep?"
328,"Was there ever kindest shepherd half so gentle, half so sweet,"
329,As the Saviour who would have us come and gather round His feet?
330,"There's a wideness in God's mercy, like the wideness of the sea;"
331,"There's a kindness in his justice, which is more than liberty."
332,There is no place where earth's sorrows are more felt than up in heaven;
333,There is no place where earth's failings have such kindly judgment given.
334,"There is welcome for the sinner, and more graces for the good;"
335,There is mercy with the Saviour; there is healing in His Blood.
336,There is grace enough for thousands of new worlds as great as this;
337,There is room for fresh creations in that upper home of bliss.
338,"For the love of God is broader than the measures of man's mind,"
339,And the heart of the Eternal is most wonderfully kind.
340,There is plentiful redemption in the Blood that has been shed;
341,There is joy for all the members in the sorrows of the Head.
342,"Pining souls! Come nearer Jesus, and oh come not doubting thus,"
343,But with faith that trusts more bravely His huge tenderness for us.
344,"If our love were but more simple, we should take Him at His word;"
345,And our lives would be all sunshine in the sweetness of our Lord.
346,世上罪人﹐為何徬徨、遁走、驚懼如迷羊﹖
347,愚頑靈魂﹐為何遠離不就主愛深似洋﹖
348,那有牧人可比耶穌溫柔、甘甜的一半﹖
349,祂是救主﹐按名招呼、引領迷羊入羊圈。
350,沒有一種寬廣﹐可比神懷中慈愛無疆﹔
351,沒有一種自由﹐可比公義之愛更釋放。
352,在地所有憂傷﹐無不在天更得祂慈慰﹐
353,在地所有失敗、頓挫﹐在天均得祂恩惠。
354,從無一種歡迎聲音﹐滿載恩典迎罪囚﹔
355,從無一位醫治救主﹐能抹寶血敷膏油。
356,在此有一浩大恩典﹐澤被所有憂傷魂﹐
357,在彼有一蒙福天鄉﹐廣納所有新造人。
358,因神的愛更是廣闊﹐勝過人心的度量﹔
359,永遠的愛不可捉摸﹐非常希奇不勉強。
360,神有充足豐富救贖﹐顯自流盡的寶血﹔
361,所有肢體都蒙祝福﹐在於元首的痛絕。
362,疲困靈魂﹐請親耶穌﹗請來﹐不要稍徘徊﹔
363,當以信心信得更固—祂心無盡的慈悲。
364,如果我愛更為簡單﹐就照祂話相信祂﹔
365,我的生命就更平安﹐只靠我主的提拔。
366,The love of God is greater far than tongue or pen can ever tell;
367,"It goes beyond the highest star, and reaches to the lowest hell;"
368,"The guilty pair, bowed down with care, God gave His Son to win;"
369,"His erring child He reconciled, and pardoned from his sin."
370,"Oh, love of God, how rich and pure! How measureless and strong!"
371,"It shall forevermore endure, the saints' and angels' song."
372,"When hoary time shall pass away, and earthly thrones and kingdoms fall;"
373,"When men who here refuse to pray, on rocks and hills and mountains call;"
374,"God's love, so sure, shall still endure, all measureless and strong;"
375,Redeeming grace to Adam's race the saints' and angels' song.
376,"Could we with ink the ocean fill, and were the skies of parchment made;"
377,"Were ev'ry stalk on earth a quill, and ev'ry man a scribe by trade;"
378,To write the love of God above would drain the ocean dry;
379,"Nor could the scroll contain the whole, tho' stretched from sky to sky."
380,神的大愛真是遠超筆所能描、口所能陳﹔
381,它比最高星宿還高﹐它比最深地獄還深。
382,始祖犯罪﹐驚恐自危﹐神賜愛子來救﹔
383,當人痛悔﹐神就迎歸﹐所有罪案全勾。
384,哦﹗神的愛﹐何其豐富﹐何其無法測量﹗
385,它是堅強﹐存到永古﹐天使、聖徒同唱。
386,歲月消逝﹐榮華衰敗﹐天地廢去﹐事物更變﹐
387,人若拒絕神的大愛﹐那日惟有求助山巖﹔
388,神的大愛﹐不會改變﹐何其無法測量﹔
389,向人所顯救贖恩典﹐聖徒天使同唱。
390,縱令洋海盡是墨汁﹐無邊穹蒼都成白紙﹐
391,田間草桿根根筆枝﹐世上眾人個個文士﹔
392,若寫神的大愛無極﹐一切猶感缺欠﹔
393,墨乾﹐筆棄﹐紙罄﹐人敝﹐未能寫出半點。
394,"Father, 'twas Thy love that knew us, earth's foundation long before;"
395,"That same love to Jesus drew us, by its sweet constraining pow'r"
396,"And will keep us, and will keep us, safely now, and evermore."
397,Safely now and evermore.
398,"Now that changeless love enfolds us, all its wealth on us bestows,"
399,While its pow'r unchanging holds us in a holy calm repose.
400,"God and Father, God and Father, unto Thee our worship flows,"
401,Unto Thee our worship flows.
402,'Tis the Father's tender mercy that doth cause me to rejoice;
403,And myself am given wholly as a son thro' God's own choice.
404,God so loves us! God so loves us! That He gave us His dear Son!
405,That He gave us His dear Son!
406,"God of love, our souls adore Thee! We would still Thy grace proclaim"
407,"Till we cast our crowns before Thee, and in glory praise Thy name;"
408,"Praise and worship, praise and worship, be to God and to the Lamb,"
409,Be to God and to the Lamb!
410,父阿﹐久在創世之前﹐祢選我們愛無限﹔
411,這愛甘美、激勵、深厚﹐吸引我們親耶穌。
412,還要保守﹐還要保守﹐我們今後永穩固。
413,我們今後永穩固。
414,雖然宇宙逐漸改遷﹐但是我神總不變﹔
415,祂的愛心﹐同祂話語﹐向著我們永堅定。
416,神的兒女﹐神的兒女﹐我們應當讚祂名。
417,我們應當讚祂名。
418,神的憐憫﹐是我詩歌﹐我口所誇心所樂﹔
419,從始至終﹐惟有白恩﹐能得我命感我心。
420,神愛我們﹗神愛我們﹐連祂愛子都不吝﹗
421,連祂愛子都不吝﹗
422,愛的神阿﹐我們現在同心歌頌祢奇愛﹔
423,直到天上﹐遠離塵囂﹐我們仍是要稱揚。
424,但願榮耀﹐但願榮耀﹐永遠歸神和羔羊。
425,永遠歸神和羔羊。
426,我從我的受責心懷，流淚認二奇事：
427,一是祂的榮耀的愛，一是我的不值。
428,十架，我以你蔭庇，作我住處不改；
429,不論利益或是損失，都可任其失掉；
430,哦﹐神﹐是祢邀我們來看祢的兒子﹐
431,"What was it, blessed God, led Thee to give Thy Son,"
432,To yield Thy well beloved for us by sin undone?
433,"'Twas love unbounded led Thee thus,"
434,"'Twas love unbounded led Thee thus,"
435,To yield Thy well beloved for us.
436,"What led Thy Son, O God, to leave Thy throne on high,"
437,"To shed His precious blood, to suffer and to die?"
438,"'Twas love, unbounded love to us,"
439,Led Him to die and suffer thus.
440,"What moved Thee to impart Thy Spirit from above,"
441,Therewith to fill our heart with heavenly peace and love?
442,Moved Thee to give Thy Spirit thus.
443,"What love to Thee we owe, our God, for all Thy grace!"
444,Our hearts may well o'erflow in everlasting praise!
445,"Make us, O Lord, to praise Thee thus,"
446,For all Thy boundless love to us.
447,神阿﹐祢為何故賜下耶穌基督﹐
448,祢的親愛兒子﹐來為罪人受死？
449,無他﹐乃是祢的大愛﹐
450,叫祢這樣捨去心愛。
451,神﹐祢兒子為何離開天上寶座﹐
452,受苦直到命絕﹐流出祂的寶血？
453,無他﹐乃是祂的大愛﹐
454,叫祂這樣為我受害。
455,甚麼感動祢心﹐叫祢賜下聖靈﹐
456,帶來天上平安﹐充滿我們心坎？
457,叫祢這樣差遣祂來。
458,神阿﹐祢恩這大！我愛實在太差！
459,我心應當湧出感謝、讚美、歡呼。
460,求主使我﹐因祢大愛﹐
461,向祢歌頌直到萬代。
462,"O God, within the holy place,"
463,"Receive our worship, thanks, and praise,"
464,For Thy great love so precious.
465,"When we were sinners bound in sin,"
466,"Like prisoners locked their cells within,"
467,"Then, Thou Lord, came and freed us."
468,The riches of Thy boundless love
469,"Thy tender heart didst freely move,"
470,So Thou didst come and save us.
471,"Thou would'st not have poor sinners die,"
472,"But have them turn to Thee and cry,"
473,"""Thou art our God and Saviour."""
474,"In Thy dear Son, Thou didst us choose,"
475,"From sin, and death to set us loose,"
476,"And place us in His favour,"
477,"Now ""Abba Father,"" we may cry,"
478,"For in Thy Son, we are brought nigh"
479,And blessed in Him forever.
480,"But soon He'll come, and take His Own,"
481,"And have us with Him, round Thy Throne"
482,To worship and adore Thee.
483,Then shall Thy praise most sweetly sound
484,"To Heaven and earth's remotest bound,"
485,From that redeemed assembly.
486,"Yet now, O Lord, we long to raise"
487,"Our worship, homage, thanks, and praise"
488,And ever bow before Thee.
489,神哪，祢在聖所之內﹐
490,接受我們敬拜讚美﹐
491,因祢的愛何其真。
492,我們死在罪惡之中﹐
493,好像囚犯早已途窮﹐
494,祢就來釋放我們。
495,祢那無限豐富的愛﹐
496,感動祢以憐憫為懷﹐
497,祢就來拯救我們。
498,祢並不願罪人沉淪﹐
499,祢願他們回轉求懇
500,祢作他們的救主。
501,祢在子裡揀選我們
502,脫離罪和死亡圍困﹐
503,又使我們蒙永福。
504,我們今可來喊阿爸﹐
505,乃因祢子﹐不再懼怕﹐
506,坦然親近我們父。
507,不久祂接屬祂的人﹐
508,圍祢寶座﹐帶著他們
509,前來敬拜並讚美。
510,那時歌唱甜美聲浪﹐
511,要達天地最遠邊疆﹐
512,發自蒙贖的大會。
513,但是今日我們渴慕﹐
514,父阿﹐向祢敬拜俯伏﹐
515,同心歌唱祢恩惠！
516,"No blood, no altar now; the sacrifice is o'er!"
517,"No flame, no smoke ascends on high, the lamb is slain no more,"
518,"But richer blood has flow'd from nobler veins,"
519,"To purge the soul from guilt, and cleanse the reddest stains."
520,"We thank Thee for the blood, the blood of Christ, Thy Son:"
521,"The blood by which our peace is made, our victory is won:"
522,"Great victory o'er hell, and sin, and woe,"
523,"That needs no second fight, and leaves no second foe."
524,"We thank Thee for the grace, descending from above,"
525,"That overflows our widest guilt, th' eternal Father's love."
526,"Love of the Father's everlasting Son,"
527,"Love of the Holy Ghost, Jehovah, Three in One."
528,"We thank Thee for the hope, so glad, and sure, and clear;"
529,It holds the drooping spirit up till the long dawn appear;
530,Fair hope! with what a sunshine does it cheer
531,"Our roughest path on earth, our dreariest desert here."
532,We thank Thee for the crown of glory and of life;
533,"'Tis no poor with'ring wreath of earth, man's prize in mortal strife;"
534,"'Tis incorruptible as is the throne,"
535,The kingdom of our God and His incarnate Son.
536,沒有血﹐沒有壇﹐祭祀已成過去﹔
537,沒有煙冒﹐沒有火燃﹐犧牲再無必需。
538,更美的血流自更貴的脈﹔
539,洗淨人的污穢﹐清償人的罪債。
540,神﹐我們感謝祢﹐為祢兒子的血﹐
541,靠它我們被稱為義﹐靠它我們得捷。
542,大勝地獄、死亡、黑暗勢力﹔
543,毋需兩次爭戰﹐不留一個仇敵。
544,神﹐我們感謝祢﹐因有天來恩典﹔
545,漫過我們最闊不義﹐赦免最深罪愆。
546,我們要讚美祢所有的愛﹐
547,像祢榮耀、權柄、能力﹐存到萬代。
548,神﹐我們感謝祢﹐因為盼望堅固﹔
549,下沉的靈藉以再起﹐直至晨曦顯露。
550,有福的盼望﹐何等的鼓舞﹔
551,最疲倦的曠野﹐最艱難的道路。
552,神﹐我們感謝祢﹐為那榮耀之冠﹐
553,並非只有一時美麗﹐轉眼即已枯殘﹐
554,乃是像寶座不朽到永遠﹐
555,樂哉﹐能向寶座投下所有冠冕！
556,"By Thee, O God, invited, we look unto the Son,"
557,"In whom Thy soul delighted, who all Thy will hath done;"
558,"And by the one chief treasure, Thy bosom freely gave,"
559,"Thine own pure love we measure, Thy willing mind to save."
560,"O God of mercy — Father! The one unchanging claim,"
561,"The brightest hopes, we gather from Christ's most precious name:"
562,"What always sounds so sweetly in Thine unwearied ear,"
563,Has freed our souls completely from all our guilt and fear.
564,The trembling sinner feareth that God can ne'er forget;
565,But one full payment cleareth His memory of all debt.
566,"When nought beside could free us or set our souls at large,"
567,The death of God's Beloved secured a full discharge.
568,No wrath God's heart retaineth to usward who believe;
569,No dread in ours remaineth as we His love receive;
570,"Returning sons He kisses, and with His robe invests;"
571,His perfect love dismisses all terror from our breasts.
572,"O God, how canst Thou care for vile sinners such as we?"
573,"We only made Thee heartsore, we loathed Thy face to see."
574,"O wonder of all wonders, O mystery divine:"
575,"The One who spoke with thunders says, ""Sinner, I am thine."""
576,哦﹐神﹐是祢召我們來看祢的兒子﹐
577,祂是祢心的奇珍﹐祂行完祢意思﹔
578,我們因祢肯白捨祢的獨一心愛﹐
579,纔知祢心是真切要救我們脫害。
580,哦﹐聖父﹐憐憫的神﹐我們因子的名﹐
581,纔敢向祢常求恩﹐纔有永遠生命。
582,祢耳所常愛聽聞﹐悠揚如音樂的﹐
583,已叫我們的靈魂﹐脫盡所有猜疑。
584,戰兢罪人心常怕﹐祢永不忘先前﹐
585,但祂一次的受罰﹐使祢不再記念。
586,當無甚麼可以使我們得自由時﹐
587,父﹐祢愛子的受死﹐還了我們罪值。
588,祢對我們(信祂的)﹐心中已無忿怒﹐
589,我們現今也無忌﹐因知祢已眷顧﹔
590,回家兒女祢親嘴﹐並賜光明衣袍﹐
591,祢的慈愛已安慰我們心中苦惱。
